,track_id,playlist_name,track_name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
138,5UCnz9Q6GSFLl6oeCSaSSZ,Cumbiones,Bandolera,Héctor Lavoe,0.594,0.562,2,-9.38,0,0.0339,0.752,7.29e-05,0.168,0.72,105.795,574800
139,2JlyQBk8fOVy7HfNCXrQjQ,Cumbiones,Sin Prisa,El Caribefunk,0.729,0.684,11,-6.711,1,0.0491,0.482,7.65e-06,0.14,0.807,96.885,191472
140,7dVAPt7flREDferVKMjWOd,Cumbiones,El Area de Noé,Rumbatá,0.823,0.527,0,-11.374,1,0.0591,0.415,1.95e-05,0.299,0.902,95.657,286267
141,7GBKatFFO8xPt9cgT0H74D,Cumbiones,El Pájaro Cú,Sonex,0.549,0.938,0,-4.603,1,0.131,0.776,3.96e-05,0.066,0.909,98.03,231187
142,7rkw3zKIijcrCaXCzrfcYn,Cumbiones,Balada Jarocha,Sonex,0.776,0.632,7,-6.602,1,0.0338,0.642,0.0,0.346,0.97,120.031,225739
143,7wqh2WCkFMgS3hejAZosd8,Cumbiones,La luz,Sonex,0.756,0.938,7,-7.382,1,0.0653,0.198,0.000415,0.0309,0.866,100.5,284120
144,5jzIg2FrZim3fu07ZyqZ4K,Cumbiones,Guanábana,Sonex,0.617,0.618,2,-8.727,0,0.0451,0.0529,0.000242,0.1,0.962,158.804,259520
145,5eCmWi8XpHi4Kt2KVNvKbS,Cumbiones,La bamba,Sonex,0.728,0.805,7,-8.959,1,0.146,0.0192,3.51e-06,0.0875,0.858,104.762,231867
146,46MsDn3VIiOyPWHeSkSbHv,Cumbiones,Con un beso,Sonex,0.665,0.722,2,-8.782,1,0.228,0.219,0.0,0.0689,0.586,159.032,284653
147,2lYBbYY6tI0OPdOC1RSaN0,Cumbiones,La gallina,Sonex,0.772,0.798,7,-8.129,1,0.0746,0.0147,8.88e-05,0.0542,0.91,113.96,239907
148,6xepovPqjvrkEw9Y5AMmTm,Cumbiones,Lambada - Original Version 1989,Kaoma,0.756,0.8,5,-5.158,1,0.0329,0.211,0.000724,0.0466,0.967,118.924,207467
149,3juWJYfkbhPpI4QvgXOdyc,Cumbiones,Ella Baila,Alexis Play,0.62,0.876,6,-5.7,1,0.22,0.0547,0.0,0.657,0.93,138.93,143498
150,055bnEzorPcnlLq1fJqHQK,Cumbiones,Maranguango,El Caribefunk,0.644,0.868,11,-7.254,0,0.0467,0.208,0.000562,0.278,0.843,108.005,169496
151,36SLvR17LY37IL81bcsW48,Cumbiones,Telón,El Caribefunk,0.706,0.688,9,-6.476,1,0.0504,0.374,0.0,0.0988,0.599,97.03,231026
152,1riwPlXQvWOsfT79y0eGQn,Cumbiones,Bailando,Pedro Pastor,0.626,0.916,7,-6.555,1,0.055,0.574,7.29e-05,0.36,0.791,130.032,154520
153,04mq28ok538qTCtlcApfs9,Cumbiones,Fastidiado De Lo Bien,El Caribefunk,0.764,0.779,11,-7.664,0,0.0594,0.178,0.0,0.179,0.878,112.015,189543
154,4na0S4dyXadwQ1pIseS42Q,Cumbiones,La Chamuyera,El Caribefunk,0.725,0.795,1,-6.795,1,0.0452,0.22,0.0,0.0348,0.962,126.03,203295
155,4bndkI1TTh7itdsyixtDoD,Cumbiones,Baianá,Barbatuques,0.777,0.573,10,-12.078,0,0.335,0.47,0.0138,0.177,0.622,95.087,279680
156,0DwuNFM9PCFrxQSRDVjmuL,Cumbiones,Vente Negra,Habana con kola,0.594,0.54,7,-5.37,1,0.0581,0.164,8.46e-06,0.176,0.512,84.366,239000
157,4iCTmJi34Oqm6LJKvN7Sqz,Cumbiones,Yo se ya,La Mambanegra,0.764,0.556,7,-9.154,1,0.15,0.826,1.16e-06,0.394,0.603,99.973,302162
158,468KewwnYDaGofS7CHhR3K,Cumbiones,Margie,Ray Barretto,0.484,0.503,5,-9.83,0,0.0868,0.756,1.1e-05,0.144,0.882,98.461,199560
159,0TrY3m2S9hlj0FnUa3WhOw,Cumbiones,72 Hacheros Pa' Un Palo,Manolito Simonet y su Trabuco,0.867,0.553,0,-8.709,1,0.0395,0.245,1.87e-05,0.0525,0.948,130.073,219350
160,7uQOfh1O1a6IA8g4VWFrd8,Cumbiones,Disco Azúcar,Juan Formell y Los Van Van,0.73,0.855,5,-7.902,1,0.0635,0.678,1.29e-06,0.132,0.861,109.347,324840
161,6pbCkvCENw0suVGr4Ckkae,Cumbiones,Like Glue,Sean Paul,0.757,0.78,1,-5.038,1,0.319,0.0811,0.0,0.113,0.59,97.917,232507
162,6iqWLU8bqAuviRRol0hD2g,Cumbiones,Fuego,Jacobo Velez,0.735,0.701,7,-8.064,0,0.16,0.612,1.12e-06,0.577,0.899,168.02,225233
163,2heG20ThfguqAgUXNsy7dT,Cumbiones,Una Broma Seria,Habana Abierta,0.802,0.568,0,-9.843,1,0.05,0.427,1.06e-05,0.315,0.718,103.99,182640
164,76tFzRYmKjURYhCM8j1CrV,Cumbiones,El Gato y el Ratón,Habana Abierta,0.679,0.685,7,-8.979,1,0.0535,0.467,3.69e-06,0.378,0.653,114.096,238067
165,5X4EAUGRDw6U7D057evbQs,Cumbiones,Asere ¿Qué Volá?,Habana Abierta,0.771,0.86,2,-6.534,1,0.0464,0.426,0.0,0.1,0.849,112.041,278187
166,6k3GZGZksbEf7k3nmEDfjP,Cumbiones,Son Iguales,Habana Abierta,0.832,0.695,2,-7.861,1,0.0333,0.339,0.0,0.0992,0.777,129.953,260280
167,4ZXfTIeCdWBuZCbKgicVcY,Cumbiones,Bailala Bien,Habana Abierta,0.8,0.858,4,-8.329,1,0.11,0.559,4.3e-05,0.103,0.951,118.011,207080
168,7GpLrSiwgo8MdbhlYMiDE5,Cumbiones,Como Soy Cubano,Habana Abierta,0.758,0.93,11,-7.119,0,0.0571,0.349,0.000739,0.0896,0.67,117.935,328267
169,24J7YHAgSGxCRI4Kpd9xk3,Cumbiones,Basta Que Lo Digas Tú,Habana Abierta,0.747,0.72,0,-6.809,0,0.064,0.552,0.0,0.0857,0.628,104.963,234440
170,2X33D3wMAX35Atf7dQmkpU,Cumbiones,Corazón Boomerang,Habana Abierta,0.797,0.537,0,-6.958,1,0.0356,0.348,0.0,0.132,0.577,129.979,254160
171,1BmCHEhtAe8TXWGjPxlPwy,Cumbiones,La Novia de Superman,Habana Abierta,0.741,0.68,4,-8.932,0,0.0769,0.214,0.0,0.101,0.88,89.96,252720
172,7JdYz8glqZiToSRAsKPJW8,Cumbiones,El Relajito,Habana Abierta,0.809,0.699,2,-8.618,1,0.0517,0.312,0.0,0.0895,0.633,105.019,240640
173,3HzZIN8oncO0hw3FhtYGBX,Cumbiones,Lo Bueno No Sale Barato,Habana Abierta,0.751,0.841,9,-6.898,1,0.0504,0.198,4.3e-06,0.302,0.725,103.977,244013
174,0zZDt7p7ETtUrWgELG8VoF,Cumbiones,Boca Abajo,Habana Abierta,0.768,0.898,1,-6.55,1,0.0393,0.465,0.0,0.0629,0.896,118.069,209307
175,31Pwa4vxNUEtxYQIhZfc3B,Cumbiones,Dime Cuánto - Remasterizado,El Niño y la Verdad,0.705,0.861,5,-6.002,0,0.0419,0.181,0.0,0.0956,0.885,169.957,315520
176,2HZ67WFKUDZkvYVfjXmfli,Cumbiones,Conga Pá Cerrar,Alexander Abreu,0.795,0.843,4,-4.377,0,0.0643,0.473,1.8e-05,0.135,0.755,124.999,333827
177,3oauXpkAKyzYWkAiZAkVUH,Cumbiones,Que Pasa Loco ?,Issac Delgado,0.735,0.728,0,-9.033,1,0.0574,0.249,1.64e-05,0.0622,0.956,87.655,378070
178,1DF9XPespiTUJKh5MRRStG,Cumbiones,Fever,La Lupe,0.506,0.547,0,-6.395,0,0.0527,0.595,1.66e-05,0.099,0.744,98.837,165213
179,7xpJQcmsnGG9ojztoCNe54,Cumbiones,Dónde Va Chichi?,Sierra Maestra,0.536,0.72,9,-9.258,1,0.0386,0.0996,0.00023,0.0502,0.838,116.183,313133
180,7Cukyed54aN3Cdz0KbI90f,Cumbiones,"Temba, tumba y timba",Mayito Rivera,0.574,0.894,2,-5.971,1,0.0429,0.234,0.0,0.175,0.962,108.128,412000
181,5v5BV2fOtSJFbMTlptSxQB,Cumbiones,El Tembla,David Calzado y su Charanga Habanera,0.571,0.898,0,-8.531,1,0.0424,0.442,0.00339,0.263,0.964,98.988,355814
182,5Yz6JnzlUxvj8cix5DU6ax,Cumbiones,Olvidar Bailando,La-33,0.672,0.604,0,-6.83,0,0.298,0.632,1.61e-06,0.283,0.632,180.249,187826
183,2zSaRaop42B6bInzcBcyaD,Cumbiones,#Sádico,Rawayana,0.81,0.622,1,-10.985,1,0.15,0.272,0.000688,0.0963,0.688,122.026,344863
184,1qROMoGOaag7LrXhukbDRZ,Cumbiones,Bemba Colorá - Live,Fania All Stars,0.506,0.8,5,-5.684,0,0.134,0.635,0.00385,0.959,0.839,119.452,712920
185,7Lln3fbuYhNpTQ9IdNXzEW,Cumbiones,El Yerberito Moderno,Sonora Matancera (En Vivo),0.599,0.934,9,-4.673,1,0.0387,0.461,0.00341,0.296,0.805,118.406,244637
186,6ijh9JrrEYvXsVl45ohmgJ,Cumbiones,Dulce Habanera,Osvaldo Farrés,0.579,0.737,8,-4.386,1,0.0545,0.187,0.0821,0.0324,0.847,125.542,218547
187,0TGLRGD4ZRp6sM5jy8EOjR,Cumbiones,Soy El Rey,Pete Rodriguez,0.51,0.643,5,-6.415,1,0.0369,0.77,0.00346,0.251,0.599,109.527,185547
188,4jM0v4ReOQh5RntXfiG3NN,Cumbiones,Moliendo café,Vieja Trova Santiaguera,0.447,0.623,6,-6.136,0,0.0485,0.716,0.0,0.19,0.703,91.914,295400
189,7EgF5XXa4TZQT1HTpMRHNj,Cumbiones,Julito Maraña,Voltio,0.714,0.834,7,-6.857,1,0.219,0.13,1.06e-05,0.382,0.833,89.883,204333
190,3SK45LddxlEkzI8OWO9Eyo,Cumbiones,Ingobernable,C. Tangana,0.705,0.757,6,-5.608,0,0.0656,0.195,0.000228,0.0524,0.737,104.973,187053
191,4adPgo19PueMLIF65DLgVE,Cumbiones,Pa La Pared,Darell,0.798,0.805,5,-6.787,0,0.139,0.384,0.0,0.559,0.87,94.946,257684
192,7bkjK7dGUaRtJEsBiSUQOO,Cumbiones,Bámbula,La Tribu de Abrante,0.727,0.515,10,-11.812,0,0.204,0.284,0.0,0.0557,0.888,91.919,296629
193,4U9EIwcQFvQittYAsZq1HQ,Cumbiones,Bobo,C. Tangana,0.826,0.735,11,-4.33,0,0.0383,0.511,2.23e-05,0.258,0.828,124.056,160893
194,561EGTfkvD1yr5L8Aicpcq,Cumbiones,Agüela,La Muchacha,0.516,0.236,9,-8.822,1,0.121,0.887,0.0,0.12,0.468,193.738,108440
195,4LuPdTen7rjDe7MghbLBZU,Cumbiones,La sitiera,Omara Portuondo,0.618,0.286,6,-10.162,1,0.0366,0.873,0.00129,0.102,0.708,97.346,235467
196,1lTXpbq6RFcTvkNVTh8oPh,Cumbiones,No Vale La Pena,Issac Delgado,0.588,0.908,10,-4.051,0,0.0426,0.225,2.92e-05,0.134,0.96,174.266,283160
197,7gvrsINoNbkAeI7u7KV1QB,Cumbiones,Papote's Guajira,Los Hacheros,0.477,0.702,9,-5.46,0,0.0288,0.542,0.000193,0.39,0.738,99.362,416027
198,2GXCmc3A6ahTNnBsrkrRuh,Cumbiones,SI ELLA SUPIERA,India Martinez,0.728,0.608,7,-6.384,1,0.0713,0.326,0.0,0.139,0.658,138.923,233633
199,2pGrvFiWSrqw2POyEEeFui,Cumbiones,Como Mi Salsa Ninguna,Pirulo y la Tribu,0.739,0.816,7,-4.885,1,0.0575,0.326,0.000922,0.0965,0.925,161.887,381160
200,17LtI912llWpVFvDaDCcW7,Cumbiones,Bugalú Pa' Mi Abuela,Spanglish Fly,0.671,0.866,2,-3.684,1,0.0549,0.656,0.000245,0.0701,0.981,87.028,179861
201,3HABXJxDp5x4jIWaQruTj5,Cumbiones,Así Es el Amor,Doctor Krápula,0.639,0.89,7,-6.398,1,0.0556,0.013,5.06e-06,0.684,0.767,147.964,259840
202,4QQjH8oWd3P1aEDXcEbk2A,Cumbiones,Mi Pueblo,La Pacifican Power,0.705,0.797,7,-6.359,1,0.0376,0.686,0.00363,0.0826,0.89,149.988,294312
203,4y7MogcFeMrp4QXPVHloyB,Cumbiones,Temes,iLe,0.677,0.221,6,-13.398,0,0.0461,0.754,0.000192,0.115,0.518,96.038,196985
204,1UwP0GRuC1LEH7DpR3c0tY,Cumbiones,Bonita,Los Choclok,0.611,0.493,7,-7.93,0,0.0527,0.497,1.2e-05,0.0588,0.544,107.142,304917
205,6PJ11hU6MSUwm8aB0SYXO0,Cumbiones,Playa Azul,Los Amigos Invisibles,0.629,0.745,1,-8.188,1,0.04,0.229,0.266,0.0624,0.704,175.979,279800
206,08xgGsYAdYs3Jcdt234xSC,Cumbiones,Chocolate Con Churro,Habana Abierta,0.74,0.771,2,-7.25,1,0.0365,0.418,0.0,0.0746,0.942,146.053,214253
207,69gBnFLDtc2lub6xL0sfi9,Cumbiones,Por Tu Olor,El Kanka,0.789,0.499,7,-10.111,1,0.0772,0.68,0.00403,0.156,0.786,161.171,221893
208,2rzmjshYYjApHT7W9zRep7,Cumbiones,Siempre Juntos (feat. Herencia de Timbiquí),Naty Botero,0.692,0.817,4,-4.035,0,0.0517,0.279,0.000369,0.23,0.445,147.959,285547
209,1bBmF5nqaoyKKFXPT60pUg,Cumbiones,Café,Sonex,0.518,0.668,11,-9.255,0,0.195,0.308,1.58e-05,0.0337,0.813,171.0,226427
210,5HPG44CDiAAEMX8e3TS7Tx,Cumbiones,Mi Maria Luisa,La Tribu de Abrante,0.577,0.757,10,-8.446,0,0.164,0.391,7.5e-05,0.272,0.913,160.716,288720
211,5xhdx3wVzVGi1ch20eWhJt,Cumbiones,Llorarás,Salsangroove,0.733,0.805,1,-7.239,0,0.0787,0.309,0.00382,0.124,0.494,93.02,381360
212,1W5notTNkApwcnfgN5YnRG,Cumbiones,Chango Blanco,Tego Calderón,0.768,0.813,7,-6.056,1,0.0507,0.397,2.74e-05,0.0897,0.966,99.408,311013
213,3P1I7yZQKx90T3PpMsKdeO,Cumbiones,Cuando Te Veo - Salsa Version,ChocQuibTown,0.663,0.744,11,-5.671,1,0.069,0.426,1.86e-06,0.139,0.808,184.828,224347
214,6aO3n7OS7mwG16POvsWsGw,Cumbiones,Ya no sé,Toño Barrio,0.754,0.88,10,-6.502,0,0.0489,0.361,0.000638,0.0725,0.918,99.874,224707
215,2eEicg2SIEUBetcsoSg1Mf,Cumbiones,Para Mi,Boogaloo Assassins,0.861,0.764,10,-5.051,1,0.0377,0.646,0.0,0.0803,0.925,125.045,298493
216,1euRYSBwftamqajk6Qh0CE,Cumbiones,Hoy para Siempre,Los Rolling Ruanas,0.471,0.538,7,-6.211,0,0.0305,0.765,0.0,0.149,0.799,124.943,273000
217,3exaU0zwq9PgWsMITKfSRI,Cumbiones,La Mojarra,Mojarra Electrica,0.732,0.875,10,-6.538,0,0.0738,0.202,3.47e-06,0.226,0.931,111.086,245347
218,7fsj6h62aREMAE3tlZK5Uc,Cumbiones,Mi Caribe,Systema Solar,0.738,0.852,7,-9.816,1,0.0565,0.00665,3.91e-05,0.098,0.631,116.069,206734
219,2qbOCEFhUQrun7JHlGZNC1,Cumbiones,Conga Pasajera,Yusa,0.792,0.607,1,-7.374,1,0.0955,0.533,0.0,0.0996,0.921,94.993,186907
220,59LZV0gyCWITCP5QKLH7ac,Cumbiones,1143 Tomates Contigo,Doctor Krápula,0.614,0.816,0,-4.878,1,0.209,0.269,0.0,0.226,0.903,73.237,231667
221,5SV2Eqg43uPMX9x9g1XoAL,Iluminación,Divina Ciencia,Morodo,0.854,0.497,5,-10.352,0,0.162,0.25,0.0,0.0763,0.808,80.003,213627
222,4OFpQOhQgHVzHbl69EabdZ,Iluminación,Lejos de Casa,Antidoping,0.898,0.591,2,-8.536,1,0.0384,0.0327,0.0,0.0466,0.968,128.05,234773
223,4lvnCzIL9RTUOkgriZ0qBN,Iluminación,Ilegal,Cultura Profética,0.684,0.782,10,-3.239,0,0.0485,0.44,3.68e-05,0.972,0.669,120.294,316440
224,00rBZrXRiVFTq21bksu4Xd,Iluminación,Momento - Versión 25 Años [Live],Los Cafres,0.45,0.684,2,-6.714,1,0.0443,0.227,0.0,0.649,0.302,88.182,285187
225,5r1m7xqUFnlShwbSwzEiv7,Iluminación,No estes triste,Zona Ganjah,0.784,0.796,4,-4.596,0,0.0513,0.664,0.0,0.84,0.737,123.044,270947
226,1SssFw74DdHVjRa6ADggdD,Iluminación,Sweat (A La La La La Long),Inner Circle,0.787,0.728,0,-7.705,1,0.218,0.0124,0.0,0.157,0.94,173.026,227067
227,4htoV9pXQmKENfn3LIKvVW,Iluminación,Viernes de Webeo - En Vivo,Panteon Rococo,0.338,0.945,7,-8.664,1,0.212,0.0197,0.786,0.496,0.378,199.618,240187
228,1eQU5ex4RcVjz55hWPeJzc,Iluminación,Momento,Los Cafres,0.72,0.693,2,-6.226,1,0.088,0.18,9.19e-06,0.0626,0.713,86.983,349520
229,3H0PlcSmQ6z4DDCBFkD7Wx,Iluminación,Te Mentiría,La K'onga,0.651,0.731,7,-6.889,1,0.0549,0.116,0.0,0.0708,0.653,153.104,218431
230,1lq2OOQB6ayaHvsbWZhtqQ,Iluminación,Ciclo,Simon Grossmann,0.881,0.641,7,-6.11,1,0.0418,0.198,9.55e-05,0.274,0.92,130.055,169141
231,4YU0xHroexMt4ohhPVbKla,Iluminación,Mamita (feat. Natalia Lafourcade),Rawayana,0.808,0.53,2,-10.358,1,0.0365,0.0547,0.000379,0.107,0.584,118.998,267200
232,0dsEp1KSdosEyse7xtoZwn,Iluminación,Mexicana,Charles Ans,0.653,0.66,1,-8.775,1,0.0615,0.419,6.73e-05,0.113,0.697,97.015,263001
233,2JlyQBk8fOVy7HfNCXrQjQ,Iluminación,Sin Prisa,El Caribefunk,0.729,0.684,11,-6.711,1,0.0491,0.482,7.65e-06,0.14,0.807,96.885,191472
234,1YnVYHXoak0syv4xBRHQRb,Iluminación,Kingston Town,UB40,0.957,0.226,8,-14.606,1,0.0594,0.119,0.0358,0.0796,0.768,102.072,231733
235,35lAjvsvS9k9HHuP1fjDT8,Iluminación,Human Nature,Michael Jackson,0.638,0.511,2,-10.041,1,0.0289,0.541,0.00478,0.26,0.68,93.108,245560
236,3MbWaYdtpVVtpGQqWBmeMq,Iluminación,Circunvalación,El Kuelgue,0.604,0.637,9,-5.725,1,0.0332,0.237,0.0,0.113,0.616,154.889,234307
237,3xOZWx6fJc65Z4R2Hrq06N,Iluminación,Eso Que Me Das,Juan Pablo Vega,0.733,0.688,9,-7.464,1,0.0681,0.0606,0.000144,0.289,0.828,110.01,227658
238,1oyneUr4WC3tgVrvA6lhMa,Iluminación,Vocabulario Básico,Rawayana,0.774,0.503,6,-11.304,1,0.122,0.155,2.75e-05,0.108,0.565,87.01,249987
239,3MhdH8PxqH1FuQp3HBptUI,Iluminación,I'm Still in Love with You (feat. Sasha),Sean Paul,0.765,0.666,7,-5.384,1,0.172,0.102,0.0,0.116,0.756,87.002,273360
240,6Yxwkhk5LW0uiurTMT7jLL,Iluminación,Repent,Shaggy,0.909,0.73,8,-7.731,1,0.284,0.0213,9.87e-06,0.0364,0.929,95.963,221960
241,4bndkI1TTh7itdsyixtDoD,Iluminación,Baianá,Barbatuques,0.777,0.573,10,-12.078,0,0.335,0.47,0.0138,0.177,0.622,95.087,279680
242,4U0gBPfjAzs7V0IR6UhOM6,Iluminación,Travelling Without Moving - Remastered,Jamiroquai,0.67,0.96,1,-9.371,0,0.0596,0.0179,0.64,0.122,0.605,126.312,220080
243,0udUVjtkBzlCvZcfcYQzS4,Iluminación,Close To You,Dancing Mood,0.592,0.418,5,-11.409,1,0.0401,0.21,0.000877,0.0977,0.738,122.151,329027
244,6pbCkvCENw0suVGr4Ckkae,Iluminación,Like Glue,Sean Paul,0.757,0.78,1,-5.038,1,0.319,0.0811,0.0,0.113,0.59,97.917,232507
245,6iqWLU8bqAuviRRol0hD2g,Iluminación,Fuego,Jacobo Velez,0.735,0.701,7,-8.064,0,0.16,0.612,1.12e-06,0.577,0.899,168.02,225233
246,0HD5gvrDsRp4tAsMFxTzJ3,Iluminación,Así Se Siente,Temple Sour,0.516,0.571,3,-8.117,0,0.0411,0.285,0.0,0.113,0.577,151.847,276827
247,53qU2K55RJgfs9F50irpB3,Iluminación,Just Jammin',Gramatik,0.815,0.681,10,-5.785,0,0.0854,0.0675,0.012,0.117,0.803,90.008,389500
248,2zSaRaop42B6bInzcBcyaD,Iluminación,#Sádico,Rawayana,0.81,0.622,1,-10.985,1,0.15,0.272,0.000688,0.0963,0.688,122.026,344863
249,35uxk7hvSZBfEgScbcagZI,Iluminación,Cometas,Bacalao Men,0.606,0.802,2,-4.985,1,0.0363,0.662,3e-05,0.369,0.95,179.06,256880
250,0TZEk8nm7e3sttwSBe3V91,Iluminación,It’s Time,Bobby Alu,0.92,0.371,7,-10.731,1,0.0623,0.129,0.000317,0.0841,0.401,95.933,226947
251,6PJ11hU6MSUwm8aB0SYXO0,Iluminación,Playa Azul,Los Amigos Invisibles,0.629,0.745,1,-8.188,1,0.04,0.229,0.266,0.0624,0.704,175.979,279800
252,59LZV0gyCWITCP5QKLH7ac,Iluminación,1143 Tomates Contigo,Doctor Krápula,0.614,0.816,0,-4.878,1,0.209,0.269,0.0,0.226,0.903,73.237,231667
253,2ntUj3hnSU7GQTKA9oZWW1,Iluminación,"Los Que Se Quedan, los Que Se Van",Desorden Público,0.624,0.806,10,-4.891,1,0.0343,0.103,2.13e-06,0.0572,0.97,156.006,208067
254,2E0lLCaIMCAcUBW6P58QaG,Iluminación,Bisou,Profetas,0.749,0.807,1,-5.603,1,0.046,0.0185,1.95e-06,0.146,0.827,105.042,229830
255,5koBWoS2PnjWSOsiHVlXQv,Iluminación,Vas a encontrarte,Muerdo,0.903,0.324,0,-11.296,1,0.0445,0.574,0.00075,0.098,0.647,135.047,247014
256,2Oo76xvoCSe70i0hRwaFK6,Iluminación,Máquina de Enojos,Habana Abierta,0.77,0.647,2,-8.38,0,0.108,0.294,0.0,0.0994,0.624,91.066,218133
257,0ktdDicr9gROMSWrVga8Qz,Iluminación,Bohío,Vicente Garcia,0.741,0.652,0,-8.876,1,0.0845,0.705,0.0177,0.0905,0.557,179.914,195947
258,3zmkTFvCLTIa6JfPr8F8QX,Iluminación,La Vida la Vida,Jósean Log,0.704,0.846,0,-7.748,1,0.0439,0.00608,3.66e-05,0.288,0.834,100.014,188320
259,0TCgYIbphnGDyOrdTHRvtJ,Iluminación,Robarle tiempo al tiempo,Café Quijano,0.795,0.697,10,-6.362,1,0.0347,0.834,0.00111,0.217,0.851,93.987,252656
260,59NAAlMPDeeYzKvDgCvuq4,Iluminación,De La Mano,Lucas Arnau,0.783,0.472,2,-12.562,0,0.0417,0.62,0.0,0.0963,0.784,95.026,227093
261,6lMmEPTbkiVeWixfw34yIF,Iluminación,Desde Que Te Perdí,Kevin Johansen,0.403,0.607,11,-12.348,0,0.0832,0.737,0.0234,0.71,0.389,88.166,282493
262,5tpAcJ47UgF4udM5YXcDd2,Iluminación,Dharma,Sebastian Yatra,0.484,0.962,10,-3.25,1,0.256,0.137,0.0,0.174,0.766,154.666,195760
263,5XR1WyZ0uOSHRNhP85QxT4,Iluminación,La Mujer Perfecta,KURT,0.824,0.496,9,-9.126,1,0.0704,0.223,1.31e-05,0.115,0.894,155.072,217467
264,2ohQN4UOfgXGwtF2ISUkFb,Iluminación,Mi Mayor Fortuna (with ChocQuibTown),Melendi,0.644,0.776,0,-4.631,1,0.077,0.0476,0.0,0.138,0.419,171.881,260560
265,02QLmfHOTdKBha0QzK6Axv,Iluminación,Volero,Rawayana,0.839,0.815,4,-5.948,1,0.027,0.512,0.00152,0.167,0.715,107.032,191916
266,6XKvP9q9B4RGIVmvZ22MwT,Iluminación,Calle la Pantomima,Melendi,0.465,0.869,11,-5.9,0,0.0746,0.678,9.03e-06,0.136,0.544,158.217,188293
267,155XcCEwMrHE3YcJciCnvi,Iluminación,Juanita la Chismosa,El Caribefunk,0.761,0.606,9,-4.686,1,0.0376,0.652,0.0,0.281,0.956,90.028,298451
268,4zI20oWjDbnkpaXny0J3b5,Iluminación,Espuma y Arrecife (feat. Los Gaiteros de San Jacinto),Vicente Garcia,0.776,0.555,0,-6.634,0,0.115,0.321,1.97e-05,0.0569,0.92,97.928,244067
269,1kOzw10XqOtFA7Qar4Bjpu,Iluminación,Véngase I,Rawayana,0.769,0.592,7,-7.259,1,0.0437,0.0499,3.67e-05,0.108,0.808,129.899,262772
270,5KQVSvivJ89ZFAPdsLLtyq,Iluminación,High (feat. Apache),Rawayana,0.798,0.791,10,-7.05,0,0.0601,0.134,0.0,0.109,0.82,104.044,288388
271,1QgfZsvA8tpsMVs1EylzYU,Iluminación,La chica de Ipanema,Jarabe De Palo,0.779,0.613,9,-7.24,1,0.0673,0.533,8.94e-05,0.118,0.812,152.066,251480
272,05SZ279Bnz9Zst21BMoZWg,Iluminación,Mi Balcon,Vicente Garcia,0.835,0.559,0,-8.09,1,0.0438,0.202,2.16e-06,0.0881,0.751,126.046,259063
273,3fk5fBFB27GbWGATdBpOgr,Iluminación,Carmesí,Vicente Garcia,0.809,0.508,1,-9.182,1,0.0328,0.654,0.000224,0.105,0.732,121.968,181467
274,2Ae1gF5FPNlCZ4zATObW1e,Iluminación,Cuando Te Tengo Cerca,Juan Pablo Vega,0.407,0.53,9,-6.947,1,0.0709,0.543,7.05e-06,0.0987,0.664,76.457,281160
275,0qsErYozeong3G91FmOg4I,Iluminación,Silvestre,Maréh,0.817,0.623,9,-6.996,1,0.0389,0.257,1.13e-06,0.108,0.616,119.937,259823
276,6iXFvUoKFKguj2xKoG1C9I,Iluminación,Encantador de Serpientes,El Caribefunk,0.447,0.585,6,-5.497,0,0.0399,0.662,4.3e-05,0.157,0.699,92.035,242602
277,1W5pqaFCBbtw2eu8gQ17bk,Iluminación,Antonima,El Caribefunk,0.735,0.614,9,-4.536,1,0.0376,0.468,0.0,0.104,0.926,95.022,245876
278,7Li9u5C7CNLvqOqhrhZEML,Iluminación,Dulcito e Coco,Vicente Garcia,0.788,0.434,5,-7.815,0,0.0302,0.83,3.62e-06,0.0999,0.585,93.003,189067
279,0jr2ZsIcB1GePjA8JsfJeT,Iluminación,Love,La Garfield,0.779,0.682,6,-4.593,0,0.0471,0.264,0.000422,0.0565,0.51,120.058,294019
280,4na0S4dyXadwQ1pIseS42Q,Iluminación,La Chamuyera,El Caribefunk,0.725,0.795,1,-6.795,1,0.0452,0.22,0.0,0.0348,0.962,126.03,203295
281,004q4eDxR33ci4f8m4flwl,Iluminación,El Yeyo,Vicente Garcia,0.838,0.703,1,-6.195,0,0.05,0.768,1.56e-06,0.0861,0.658,104.982,171627
282,4lfwM9i07jPYy2iHyBmHTP,Iluminación,Te Soñé - Bonus Track,Vicente Garcia,0.91,0.656,2,-6.456,1,0.0376,0.0399,2.38e-05,0.293,0.906,122.954,205973
283,1Z0zOAIq0DXxSH9vHSU4IY,Iluminación,Agüitaecoco,Simon Grossmann,0.64,0.258,6,-8.189,1,0.152,0.843,0.0,0.146,0.641,124.083,199061
284,4MyRn8BZCIZucQ3uYUmida,Iluminación,Paraíso,La Garfield,0.66,0.611,1,-7.311,0,0.0724,0.337,1.24e-06,0.0725,0.397,80.596,212000
285,7jcXQXxo0lvpwg2twqJpqc,Iluminación,Quiero Que Me Llames,Conociendo Rusia,0.665,0.839,1,-4.383,1,0.0375,0.254,2.75e-06,0.249,0.636,123.982,258107
