,track_id,playlist_name,track_name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
286,4yFh5okeS2u5iO5vAsBsHc,Iluminación,Bossa & People,El Kuelgue,0.56,0.683,9,-7.917,0,0.0514,0.599,0.000114,0.0851,0.643,127.438,302613
287,7lFcRLIrpzjPd2Ytp13Ml3,Iluminación,Chachachá - acústico,Jósean Log,0.766,0.33,5,-10.066,1,0.0473,0.904,2.52e-05,0.103,0.508,109.788,208272
288,0MArhYeFvgi8V2Pj3ecwBs,Iluminación,La Declaración,El Zar,0.823,0.486,0,-9.111,0,0.0421,0.197,0.0021,0.0696,0.588,113.006,277573
289,3ZbbcpcCcgsWjTNVRzVZ5c,Iluminación,La Luna,Jósean Log,0.815,0.309,7,-9.952,1,0.0435,0.327,0.000117,0.17,0.706,174.064,243420
290,4HtaHPURmO7mjq0yvg7cr1,Iluminación,Llegué hasta ti,Muerdo,0.685,0.87,2,-7.992,1,0.0479,0.328,9.85e-05,0.119,0.513,98.006,194102
291,2qXwXciJwW4Qdg7KDesOCQ,Iluminación,Alguien Como Tú,Jósean Log,0.717,0.685,4,-10.224,0,0.105,0.427,0.000101,0.204,0.479,120.086,225747
292,4PpuZIMmeng6qPicveSI22,Iluminación,Beso,Jósean Log,0.793,0.56,7,-8.922,0,0.0324,0.599,0.0,0.0952,0.862,123.011,211022
293,3vML1841z2xsqywhqRl0Op,Iluminación,Mala,La Garfield,0.621,0.616,3,-5.989,0,0.0429,0.342,0.0,0.0935,0.268,85.99,211155
294,1uIZHPH2uYBCdvRen1c6rb,Iluminación,Love,La Garfield,0.779,0.682,6,-4.593,0,0.0471,0.264,0.000422,0.0565,0.51,120.058,294019
295,23fwr7i5nwkYEo5E8ivZ4e,Iluminación,Óyeme Bien,La Garfield,0.774,0.677,0,-7.966,0,0.0671,0.0255,1.42e-05,0.117,0.909,108.028,229998
296,23jyoURJjYoTEl3qlJrw1V,Iluminación,Luna de Plata - Single Version,La Garfield,0.833,0.889,0,-6.172,0,0.081,0.171,1.32e-05,0.0776,0.819,117.978,208594
297,49HB6swcoMMkNYmsa3wltv,Iluminación,Entre Palmeras,La Garfield,0.853,0.556,7,-5.717,1,0.0632,0.124,0.00131,0.0896,0.878,132.014,258229
298,3Je4PARC2eGUMrcnTH4NQp,Iluminación,Un Poquito Más,La Garfield,0.832,0.701,7,-7.134,0,0.0386,0.0973,8.83e-06,0.0939,0.788,105.019,247275
299,7mPgkn14P7Ts2hB62XmgtT,Iluminación,Viviré para Ti (feat. Natalia Lafourcade) - Versión Acústica,Los Amigos Invisibles,0.451,0.881,6,-7.737,0,0.103,0.635,1.73e-05,0.955,0.605,105.937,236480
300,3v1DiW08A2A8SVX3XzSUME,Iluminación,Me Gusta,El Kanka,0.769,0.511,2,-9.44,1,0.0908,0.611,5.85e-05,0.179,0.837,102.064,219147
301,69gBnFLDtc2lub6xL0sfi9,Iluminación,Por Tu Olor,El Kanka,0.789,0.499,7,-10.111,1,0.0772,0.68,0.00403,0.156,0.786,161.171,221893
302,4hi9OTFKomNUlAIhp1fmap,Iluminación,Bailar Contigo,Monsieur Periné,0.795,0.623,1,-7.592,0,0.0479,0.738,0.000856,0.141,0.681,101.011,218773
303,6fMvEUSO3yUAw4fLe5VUP0,Iluminación,Mi Destino,Maréh,0.842,0.425,0,-9.804,1,0.0385,0.766,0.0,0.138,0.764,115.957,221897
304,4QPjGYaXenaoyE6cfHyWLh,Iluminación,Sabor a Mi,Monsieur Periné,0.693,0.588,4,-12.945,0,0.0606,0.355,0.0704,0.24,0.52,105.971,195749
305,6ZVmxaRs1pGFjDApQO2jEZ,Iluminación,Caramelo,Vicente Garcia,0.666,0.499,0,-7.811,1,0.0487,0.183,5.09e-06,0.334,0.699,120.06,308653
306,6eEnycLcdQWSkgg12wjN4o,Iluminación,Me Vas a Hacer Falta,Monsieur Periné,0.71,0.393,5,-9.495,0,0.0447,0.685,0.000271,0.322,0.63,85.033,240973
307,7zSBOSD4w5LGv1bIblkVFp,Iluminación,Telefonía,Jorge Drexler,0.915,0.592,6,-9.47,0,0.0965,0.829,5.79e-05,0.111,0.841,126.06,184964
308,1vV2FBKYvu6sJDqzSCNgbI,Iluminación,Hablar de Ti,Gepe,0.592,0.487,9,-9.052,1,0.251,0.485,0.0,0.0768,0.638,170.285,205569
309,563EHELbGcAwXlAHbWmK3f,Iluminación,La trama y el desenlace,Jorge Drexler,0.579,0.491,11,-7.965,0,0.0342,0.0936,5.7e-05,0.119,0.721,150.005,246013
310,25wkmsggPrmVeDHv0QBMgW,Iluminación,Universos paralelos (feat. Ana Tijoux),Jorge Drexler,0.738,0.831,7,-5.987,1,0.0381,0.554,0.000696,0.0771,0.613,107.977,222170
311,4AvEpgFqPMZxGvB5PAMwSm,Iluminación,Déjame Vivir,Monsieur Periné,0.896,0.441,11,-13.543,0,0.0599,0.618,0.128,0.185,0.936,129.03,214440
312,4mXfHJAMHBFwq4MdQxne2L,Iluminación,Canela en Rama,El Kanka,0.585,0.483,0,-7.205,1,0.0761,0.734,0.0,0.104,0.621,103.023,201507
313,3BCayFOh2xF0AuYjcWgSVd,Iluminación,Nada Personal,Juan Pablo Vega,0.695,0.729,4,-5.648,1,0.0348,0.732,0.000336,0.226,0.561,114.929,281960
314,65CAR4xohs4mvni3rjbAUY,Iluminación,Ay Vida Mía,El Kanka,0.89,0.605,4,-6.99,1,0.0397,0.393,1.9e-06,0.134,0.926,134.957,223773
315,236RkCUAucOj7QXfeVWOfA,Iluminación,La Mujer Que Bota Fuego,Manuel Medrano,0.695,0.377,2,-9.65,1,0.121,0.798,6.45e-06,0.123,0.465,169.884,248688
316,1gJVkWwEft2vwJTWhzgagx,Iluminación,Vida de Mis Vidas,Santiago Cruz,0.758,0.618,2,-7.736,1,0.0345,0.737,3.25e-06,0.179,0.826,124.984,210545
317,4yFh5okeS2u5iO5vAsBsHc,Iluminación,Bossa & People,El Kuelgue,0.56,0.683,9,-7.917,0,0.0514,0.599,0.000114,0.0851,0.643,127.438,302613
318,0g5zRl16ebc0Fz5Ypiu8V5,Iluminación,Never Gonna Give You Up,Barry White,0.614,0.857,2,-8.85,0,0.0859,0.0913,0.0,0.069,0.945,85.125,286315
319,21rpBPAlXAvBavvu5kCQzs,"Canciones en ingles que me depriman o me duerman, lo que pase primero",After Midnight,Phoenix,0.618,0.811,11,-6.654,1,0.0322,0.00245,0.199,0.0779,0.779,100.01,191733
320,6cdslY3YKjh7pImxFhSBVG,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Settle Down,Kimbra,0.763,0.666,0,-6.34,1,0.0537,0.0791,2.98e-06,0.0733,0.449,93.994,241507
321,2vAts2sr7wl8NJwd8qmUEo,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Myth,Beach House,0.445,0.705,3,-6.257,1,0.0292,0.0325,0.0917,0.0828,0.409,141.953,258653
322,1aOxOpH4AkGAd8OMrKjyNY,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Why Are Sundays So Depressing,The Strokes,0.579,0.714,0,-4.455,1,0.0347,0.00258,0.0269,0.111,0.299,109.971,275667
323,5OHbgQbHzTjolHzWffSrvn,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Glass in the park,Alex Turner,0.553,0.19,2,-14.961,1,0.0298,0.903,0.000227,0.0993,0.299,100.002,239653
324,2t0wwvR15fc3K1ey8OiOaN,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Selfless,The Strokes,0.538,0.679,4,-4.297,1,0.0333,0.191,0.00175,0.0889,0.0888,121.99,222093
325,0tNuJpBgtE65diL6Q8Q7fI,"Canciones en ingles que me depriman o me duerman, lo que pase primero",On & On,Erykah Badu,0.762,0.403,11,-10.423,0,0.158,0.0396,0.0113,0.256,0.346,80.476,226133
326,3Ty7OTBNSigGEpeW2PqcsC,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Glory Box,Portishead,0.51,0.434,1,-10.004,1,0.0361,0.177,0.516,0.0603,0.207,119.695,308627
327,5hReWjUHqPqkHi31G7izL4,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Inner City Blues (Make Me Wanna Holler),Marvin Gaye,0.63,0.455,1,-13.667,1,0.0322,0.792,0.132,0.133,0.645,94.08,327707
328,3vKynMGZSCaBPKjqXudzk9,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Old Friends,Circa Waves,0.677,0.413,9,-11.139,1,0.0301,0.084,0.0404,0.309,0.313,146.102,202800
329,5ygEUpyZy5qtZ1423zymBW,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Hello You,Arctic Monkeys,0.394,0.452,4,-9.923,0,0.0321,0.276,0.00998,0.193,0.653,169.298,244932
330,1zx6GSqLYI2ynzAHnPRKBR,"Canciones en ingles que me depriman o me duerman, lo que pase primero",There’d Better Be A Mirrorball,Arctic Monkeys,0.521,0.365,3,-10.914,1,0.0317,0.626,0.012,0.185,0.324,143.789,265798
331,42GuKw49pPxNAkIhWGwgFs,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Body Paint,Arctic Monkeys,0.556,0.315,7,-11.651,0,0.0625,0.568,0.0,0.0774,0.256,143.327,290584
332,4KPi4VNvPOfKqIp1sx19Xf,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Big Ideas,Arctic Monkeys,0.548,0.328,9,-9.973,0,0.0296,0.663,0.00365,0.0972,0.343,67.023,237984
333,7DPhusadsTZ2VrXOGcuX2y,"Canciones en ingles que me depriman o me duerman, lo que pase primero",I Ain’t Quite Where I Think I Am,Arctic Monkeys,0.544,0.337,10,-9.846,1,0.0653,0.357,6.34e-05,0.085,0.667,192.685,191174
334,2yJ5SBKkxC7MLHbrEPFQjK,"Canciones en ingles que me depriman o me duerman, lo que pase primero",I Do Really Love You,Chuck Berry,0.639,0.24,7,-15.078,1,0.0356,0.755,0.000907,0.0303,0.856,83.407,150333
335,1zNXF2svmdlNxfS5XeNUgr,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Don't Know Why,Norah Jones,0.745,0.219,5,-11.216,1,0.0276,0.851,1.8e-05,0.0678,0.635,88.609,186251
336,0KUSMBpldIsIXAIDC3TkwJ,"Canciones en ingles que me depriman o me duerman, lo que pase primero",It's A Hard Life - Remastered 2011,Queen,0.42,0.599,3,-6.188,1,0.0291,0.422,0.0,0.159,0.299,82.336,246973
337,55Jh2TYm1m102RgdAMZ4Hs,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Clap Your Hands - Addal Remix,Whilk & Misky,0.755,0.662,4,-6.814,0,0.0426,0.0612,0.00199,0.182,0.268,118.996,266500
338,44ZKnfWEkp7wPs035j4Tua,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Casio,Jungle,0.816,0.492,10,-7.464,0,0.0752,0.431,0.0896,0.0995,0.765,115.989,234370
339,0udUVjtkBzlCvZcfcYQzS4,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Close To You,Dancing Mood,0.592,0.418,5,-11.409,1,0.0401,0.21,0.000877,0.0977,0.738,122.151,329027
340,7F6pMP39RL3eLP4SDTDHbm,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Awkward,San Cisco,0.589,0.867,6,-5.791,0,0.106,0.0765,8.19e-05,0.108,0.903,161.899,153960
341,1qEmFfgcLObUfQm0j1W2CK,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Late Night Talking,Harry Styles,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,177955
342,7nzsY8vlnKdvGOEE0rjAXZ,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Arabella,Arctic Monkeys,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,207357
343,3THFKx88trZuOFlssVLJ5G,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Broken,Gorillaz,0.493,0.918,0,-4.618,1,0.034,0.00452,0.0858,0.427,0.703,158.897,197053
344,4JvFNFTjEtZyEzh8w0YzHF,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Tonight (feat. Ezra Koenig),Phoenix,0.671,0.736,8,-6.705,1,0.0344,0.0547,0.00381,0.111,0.89,141.967,246707
345,64dLd6rVqDLtkXFYrEUHIU,"Canciones en ingles que me depriman o me duerman, lo que pase primero",New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,0.695,0.923,1,-3.93,0,0.0522,0.0425,0.0469,0.116,0.551,108.014,215150
346,73bDvrmSBh2fr53tLDH9oA,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Nightcall,Kavinsky,0.509,0.856,9,-5.091,0,0.0553,0.00895,0.0108,0.424,0.427,91.02,257320
347,7klPHv3HnXdUY3dSfTccNc,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Time,Free Nationals,0.469,0.771,5,-7.071,1,0.338,0.518,0.000197,0.0789,0.298,88.968,210385
348,0LtOwyZoSNZKJWHqjzADpW,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Feels Like We Only Go Backwards,Tame Impala,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508,192960
349,1lRyZDsGGOm8fFRhaz0un4,"Canciones en ingles que me depriman o me duerman, lo que pase primero",When I Am With You,Warhaus,0.682,0.534,1,-7.704,0,0.0452,0.253,0.657,0.0565,0.603,159.876,337700
350,3zzZVLdBKRW8JH7GhFPyvu,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Hold On,Alabama Shakes,0.575,0.666,5,-5.425,1,0.0301,0.206,0.341,0.0852,0.546,88.311,226187
351,2jZgzSxNSg1hTCq0ewWHGJ,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Junk Of The Heart (Happy),The Kooks,0.604,0.894,2,-5.0,1,0.037,0.0212,0.0,0.0299,0.901,145.017,187253
352,3AA8xNhDC0MpqwkGX3EP5V,"Canciones en ingles que me depriman o me duerman, lo que pase primero",If I Ever Feel Better,Phoenix,0.755,0.553,6,-9.449,0,0.107,0.0492,0.00607,0.0646,0.836,119.7,266600
353,7zkDEBSxkcBVsStS4qBFpK,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Lisztomania,Phoenix,0.635,0.786,0,-6.46,1,0.0377,0.0349,0.00767,0.497,0.305,97.54,241547
354,7rL602DQps4QmrrjbinLzP,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Afterlife,Arcade Fire,0.64,0.868,11,-5.527,1,0.0341,0.0986,0.0454,0.242,0.798,115.968,353086
355,4XTTwW06rMgud7yS1nySZf,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Animal,Miike Snow,0.763,0.721,1,-6.767,0,0.0986,0.0117,7.69e-06,0.0752,0.657,118.049,263880
356,1mvyqSb1tOvtVP1qfWEyPa,"Canciones en ingles que me depriman o me duerman, lo que pase primero",1901,Phoenix,0.607,0.835,0,-5.427,1,0.0415,0.0588,4.71e-05,0.195,0.719,144.087,193120
357,3qaSqrrevBrb84xl5JlptU,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Dakota,Stereophonics,0.506,0.93,4,-3.499,1,0.0675,0.129,0.00682,0.0931,0.305,146.994,297427
358,0ccCwNzXvr1Yoz91vKz31Z,"Canciones en ingles que me depriman o me duerman, lo que pase primero","Yoshimi Battles the Pink Robots, Pt. 1",The Flaming Lips,0.555,0.902,0,-7.918,1,0.0958,0.337,0.0,0.152,0.62,156.108,287507
359,5bsnLiT00hG37qd8p2jdVl,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Cornerstone,Arctic Monkeys,0.287,0.721,9,-5.81,1,0.0387,0.00764,0.0,0.328,0.763,169.252,197973
360,61JDaStnXY3vbaEjliB5WA,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Ghost Ship,Blur,0.804,0.722,2,-6.421,1,0.0377,0.0328,0.00269,0.0763,0.858,140.003,299133
361,67wcAJeaNwGm0fcB4HzzYm,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Everything Goes My Way,Metronomy,0.864,0.558,2,-8.196,0,0.0399,0.102,0.00105,0.178,0.544,129.969,210080
362,0eDQj41kzBhMKQIkTt6OJR,"Canciones en ingles que me depriman o me duerman, lo que pase primero",A Certain Romance,Arctic Monkeys,0.455,0.881,11,-5.587,1,0.0401,0.000566,6.06e-05,0.11,0.201,137.949,331200
363,2FaWQz2vMNS788ZlxyhGpO,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Around Town,The Kooks,0.579,0.934,9,-3.464,0,0.0563,0.0234,1.81e-05,0.374,0.549,106.994,250692
364,2j9JpBQk7VhzYDOqToxhlA,"Canciones en ingles que me depriman o me duerman, lo que pase primero","She Moves In Her Own Way - Acoustic / Live At Abbey Road, 2005",The Kooks,0.53,0.598,5,-7.178,1,0.0516,0.874,0.0,0.114,0.687,74.652,181693
365,2akjLHnHjDGsgqxuf48VYs,"Canciones en ingles que me depriman o me duerman, lo que pase primero",The Bay,Metronomy,0.803,0.47,6,-7.232,0,0.0387,0.587,0.091,0.0723,0.887,121.226,290173
366,6zfczP87XO2SxWlQtnjFNa,"Canciones en ingles que me depriman o me duerman, lo que pase primero",The Look,Metronomy,0.638,0.535,9,-7.792,0,0.0415,0.623,0.0391,0.0837,0.504,84.947,277653
367,7aiKdAM9WYW3GzWSA9OXIl,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Batphone,Arctic Monkeys,0.675,0.681,5,-5.728,0,0.0356,0.312,0.0,0.304,0.675,106.521,271613
368,6hkfgHhYXyDVYahUOZhGRd,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Science Fiction,Arctic Monkeys,0.542,0.766,7,-5.411,1,0.0282,0.0295,0.0802,0.396,0.643,88.062,185907
369,60T4FDF1tTcFlXkI08FFhL,"Canciones en ingles que me depriman o me duerman, lo que pase primero",She Looks Like Fun,Arctic Monkeys,0.514,0.773,0,-3.754,1,0.0388,0.00944,0.00326,0.387,0.445,103.943,182560
370,5Z5nbOXhsSbySVC7WUc6y9,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Four Out Of Five,Arctic Monkeys,0.601,0.863,0,-4.31,1,0.0685,0.0626,0.0,0.0717,0.676,130.189,312347
371,0b93tWwuoAC0nXe1CfR30I,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Star Treatment,Arctic Monkeys,0.581,0.767,7,-5.026,0,0.0527,0.243,0.00131,0.141,0.673,120.07,354640
372,4TC0dnB5DxvoKcsalffFZe,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Bigger Boys and Stolen Sweethearts,Arctic Monkeys,0.494,0.587,9,-7.323,1,0.0324,0.00518,0.0,0.0892,0.605,131.774,180640
373,6mOiT65GFmXgBAviM3lrsE,"Canciones en ingles que me depriman o me duerman, lo que pase primero",No Buses,Arctic Monkeys,0.481,0.524,4,-9.051,1,0.0369,0.155,0.000147,0.0523,0.425,101.883,197320
374,5KGbRvZyVyKP2AEJMHErB4,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Old Yellow Bricks,Arctic Monkeys,0.66,0.837,0,-4.315,1,0.0682,0.000147,6.62e-06,0.0788,0.757,135.158,193227
375,0pKrMTlDlW54abYkdBsgxj,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Knee Socks,Arctic Monkeys,0.669,0.54,11,-8.322,0,0.0339,0.137,0.00374,0.339,0.549,97.993,257573
376,2x8evxqUlF0eRabbW2JBJd,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Fluorescent Adolescent,Arctic Monkeys,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,183893
377,4kTd0TND65MUY4BlcmJ2cM,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Why'd You Only Call Me When You're High?,Arctic Monkeys,0.698,0.627,2,-6.481,1,0.036,0.0423,7.16e-06,0.0834,0.796,91.989,161133
378,2fyIS6GXMgUcSv4oejx63f,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Mardy Bum,Arctic Monkeys,0.634,0.599,2,-5.447,1,0.0365,0.0288,0.0,0.197,0.312,112.215,175440
379,3cUxncrTWSA9lhlQbuIwUY,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Stuck on the puzzle,Alex Turner,0.58,0.682,4,-8.523,1,0.0332,0.0792,0.0316,0.161,0.774,77.53,211053
380,3KRJUa3Z1Zfupr7Zs6JByx,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Entertainment,Phoenix,0.392,0.723,8,-3.973,1,0.0475,0.00151,0.0254,0.332,0.498,75.305,220240
381,5URiEZGRfV2XXfrgRURmiL,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Rome,Phoenix,0.62,0.686,2,-6.88,1,0.0321,0.317,0.0942,0.0982,0.417,126.218,278107
382,2OxcH2hvo4SrVGO3gd7RJO,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Run Run Run,Phoenix,0.632,0.819,1,-5.912,1,0.156,0.032,0.0094,0.0473,0.454,176.01,230453
383,2eoZr92GWsqCaYkkCGWuxl,"Canciones en ingles que me depriman o me duerman, lo que pase primero",J-Boy,Phoenix,0.527,0.916,0,-6.693,1,0.0452,0.0313,0.00681,0.164,0.675,98.03,248213
384,4atMrAadB7dS8xn9vfk9PQ,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Fireside,Arctic Monkeys,0.538,0.953,9,-5.611,0,0.056,0.0234,0.00126,0.113,0.74,100.033,181049
385,0LxeKwg9t7HOnyfv4bTALT,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Suck It and See,Arctic Monkeys,0.339,0.932,4,-5.017,1,0.057,0.00105,0.114,0.255,0.586,128.291,225987
386,4YBB0OnRUy5aUYM7zVIqpW,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Out of the Woods,Foals,0.698,0.8,0,-8.099,1,0.0452,0.0722,0.00669,0.243,0.855,131.96,204947
387,5h27GYpKZWWhFov8fOunF6,"Canciones en ingles que me depriman o me duerman, lo que pase primero",What Went Down,Foals,0.231,0.919,2,-6.182,0,0.0728,0.00314,0.00451,0.0643,0.131,146.944,300720
388,53L6A3I9vf7rgEZnMzx54E,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Mountain at My Gates,Foals,0.495,0.931,2,-5.336,0,0.0469,0.0025,0.0783,0.246,0.617,104.05,244293
389,4c9WmjVlQMr0s1IjbYO52Z,"Canciones en ingles que me depriman o me duerman, lo que pase primero",My Number,Foals,0.639,0.744,6,-8.377,0,0.0368,0.0319,0.000458,0.466,0.825,128.047,240533
390,2n3JZ0r4oIQaDQDW4yjVpq,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Mountain at My Gates,Foals,0.495,0.931,2,-5.336,0,0.0469,0.0025,0.0783,0.246,0.617,104.05,244293
391,4g3Ax56IslQkI6XVfYKVc5,"Canciones en ingles que me depriman o me duerman, lo que pase primero",The Less I Know The Better,Tame Impala,0.64,0.755,1,-4.077,0,0.0287,0.0138,0.0208,0.12,0.744,116.883,216319
392,068LmtzI6xJJDPfPnMje0U,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Let It Happen,Tame Impala,0.602,0.874,1,-5.906,0,0.0428,0.00476,0.0192,0.108,0.612,125.017,467585
393,62tGzw9OJOwDcjPBnMPCuj,"Canciones en ingles que me depriman o me duerman, lo que pase primero",No More Lies,Thundercat,0.602,0.835,10,-4.573,0,0.0413,0.0921,6.43e-05,0.138,0.496,97.992,327218
394,0nJW01T7XtvILxQgC5J7Wh,"Canciones en ingles que me depriman o me duerman, lo que pase primero",When I Was Your Man,Bruno Mars,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,213827
395,6xWHnAyVncKpBQ4EYEhaG6,"Canciones en ingles que me depriman o me duerman, lo que pase primero",Yesterday Once More,Carpenters,0.467,0.366,4,-12.928,1,0.0249,0.366,0.0,0.0547,0.259,83.103,239360
396,4FZOSDwALdWxcGcRbwXWJ8,Popsito,Tyrant (feat. Jorja Smith),Kali Uchis,0.422,0.471,3,-8.784,0,0.18,0.142,0.0,0.112,0.62,82.433,204290
397,3X2Aw6bQ7TfMMKsTzjTlDg,Popsito,Waterfall,Disclosure,0.691,0.733,11,-6.887,0,0.0572,0.0212,5.61e-05,0.0894,0.834,128.038,232120
398,1bgKMxPQU7JIZEhNsM1vFs,Popsito,Words (feat. Zara Larsson),Alesso,0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026,142677
399,22sS7JkzeVeq4vOPCB6Fbj,Popsito,Someone New,Hozier,0.593,0.539,7,-5.946,1,0.0349,0.407,2.31e-06,0.286,0.577,91.98,222814
400,3Ty7OTBNSigGEpeW2PqcsC,Popsito,Glory Box,Portishead,0.51,0.434,1,-10.004,1,0.0361,0.177,0.516,0.0603,0.207,119.695,308627
401,1trC8L8YpawkU553ymy2zC,Popsito,Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso,0.416,0.849,1,-4.909,0,0.0455,0.00864,0.000138,0.204,0.147,125.098,205440
402,5jSz894ljfWE0IcHBSM39i,Popsito,Raspberry Beret,Prince,0.761,0.67,2,-12.759,1,0.0438,0.21,0.000426,0.0685,0.91,120.752,215173
403,35lAjvsvS9k9HHuP1fjDT8,Popsito,Human Nature,Michael Jackson,0.638,0.511,2,-10.041,1,0.0289,0.541,0.00478,0.26,0.68,93.108,245560
404,1PckUlxKqWQs3RlWXVBLw3,Popsito,About Damn Time,Lizzo,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,191822
405,1l4iQsOZ5sOXZPMQLvouaB,Popsito,Coast (feat. Anderson .Paak),Hailee Steinfeld,0.701,0.875,11,-4.1,1,0.0757,0.0262,7.32e-06,0.137,0.84,111.976,166720
406,6xdLJrVj4vIXwhuG8TMopk,Popsito,Crazy Little Thing Called Love - Remastered 2011,Queen,0.599,0.761,0,-6.887,1,0.0421,0.713,4.74e-06,0.349,0.712,77.015,163373
407,55Jh2TYm1m102RgdAMZ4Hs,Popsito,Clap Your Hands - Addal Remix,Whilk & Misky,0.755,0.662,4,-6.814,0,0.0426,0.0612,0.00199,0.182,0.268,118.996,266500
408,2kSc33d2kleICMfJ1IAwnw,Popsito,Waterguns,Caravan Palace,0.722,0.596,4,-6.1,1,0.0458,0.584,0.0,0.188,0.794,97.508,210280
409,0oayy8OHHzuT1URyldeu9P,Popsito,I Know,Drake Bell,0.54,0.731,7,-5.623,1,0.039,0.00511,0.0,0.103,0.444,77.483,225267
410,5CuD5wCHs8QfEYn6nUJi4f,Popsito,Free Man,Screaming Headless Torsos,0.675,0.913,8,-5.307,1,0.0527,0.0133,0.00895,0.367,0.697,116.441,267853
411,4bL5GNTF2zw5WyEle7irMf,Popsito,Shake It On,Jamiroquai,0.767,0.624,1,-7.496,1,0.0543,0.0183,0.171,0.0674,0.218,120.003,314493
412,0lQaRBNcl3xf0jRdzTdbtQ,Popsito,Funky Train,The Poets Of Rhythm,0.725,0.887,0,-6.084,1,0.143,0.22,0.0243,0.0911,0.795,100.024,286813
413,44ZKnfWEkp7wPs035j4Tua,Popsito,Casio,Jungle,0.816,0.492,10,-7.464,0,0.0752,0.431,0.0896,0.0995,0.765,115.989,234370
414,3SnGymj6ijE2iuUfWxLo1q,Popsito,I'm Coming Out,Diana Ross,0.72,0.828,5,-9.211,1,0.0462,0.185,0.429,0.0839,0.768,110.071,323347
415,7F6pMP39RL3eLP4SDTDHbm,Popsito,Awkward,San Cisco,0.589,0.867,6,-5.791,0,0.106,0.0765,8.19e-05,0.108,0.903,161.899,153960
416,4pNiE4LCVV74vfIBaUHm1b,Popsito,Sir Duke,Stevie Wonder,0.588,0.568,6,-9.766,1,0.0672,0.16,0.0,0.0792,0.952,106.938,232760
